SaleID,CustomerID,ProductID,Quantity,TotalAmount,SaleDate,PaymentMethod,StoreLocation,SalesPerson,DeliveryStatus
SALE09188,CUST05286,PROD0389,2,1752.76,29-11-2024,UPI,Online,Catherine Garcia,Delivered
SALE09189,CUST10443,PROD0504,,,,,,Tanya Hogan,Delivered
SALE09190,CUST00815,PROD0010,3,29362.98,26-02-2025,Credit Card,In-Store,Audrey Whitney,
SALE09191,CUST09659,PROD0602,,,23-10-2024,Debit Card,,Jamie Ross,Cancelled
SALE09192,CUST02507,PROD0180,0,,2024-12-10,Credit Card,In-Store,Kimberly Delacruz,Cancelled
SALE09193,CUST05661,PROD0703,2,9894.66,2023-09-15,,Online,,
SALE09194,CUST11233,PROD0534,,,,,In-Store,Edward Rice,Cancelled
SALE09195,CUST06019,PROD0486,,,2024-02-19,,In-Store,Robert Neal,Delivered
SALE09196,CUST05109,PROD0540,0,,2024-03-02,UPI,Online,Laura Walker,Delivered
SALE09197,CUST02215,PROD0487,,,08-10-2024,Debit Card,,Marcus Robinson,
SALE09198,CUST10851,PROD0504,,,2024-02-19,Debit Card,Online,Eugene Lopez,Delivered
SALE09199,CUST10288,PROD0640,0,,23-02-2025,Cash,In-Store,Jacqueline Harris,
SALE09200,CUST04905,PROD0496,1,2131.31,25-10-2024,,Online,Amy Ramos,Delivered
SALE09201,CUST08175,PROD0137,,,2025-06-04,Credit Card,Online,Daniel Schneider,
SALE09202,CUST09854,PROD0106,,,01-10-2024,Debit Card,In-Store,Jodi Petersen,Cancelled
SALE09203,CUST07988,PROD0160,0,,03-04-2024,,,Hunter Werner,Cancelled
SALE09204,CUST11013,PROD0280,1,4199.21,18-06-2025,Cash,,Timothy Thompson,
SALE09205,CUST06641,PROD0640,,,,,,,Delivered
SALE09206,CUST10769,PROD0715,0,,24-06-2024,Credit Card,In-Store,Margaret Buck,Delivered
SALE09207,CUST11347,PROD0682,,,26-11-2024,,Online,Christine Erickson MD,Delivered
SALE09208,CUST00202,PROD0587,2,10159.12,13-10-2023,,In-Store,Eddie Smith,Cancelled
SALE09209,CUST07364,PROD0535,,,14-11-2024,,Online,Michelle Anderson,Pending
SALE09210,CUST01573,PROD0589,1,5102.77,12-05-2024,,,Jessica Smith,
SALE09211,CUST10448,PROD0798,2,4254.06,,Cash,,Justin Santiago,Delivered
SALE09212,CUST00363,PROD0308,,,,,,Christy Davidson,Cancelled
SALE09213,CUST10893,PROD0094,,,,UPI,,Kim Bender,
SALE09214,CUST07154,PROD0615,0,,2024-08-02,UPI,In-Store,Andrew King,
SALE09215,CUST11231,PROD0441,0,,2023-12-06,Cash,Online,Gabriel Martinez,
SALE09216,CUST03763,PROD0440,0,,2025-07-24,Debit Card,In-Store,Cynthia Stewart,Cancelled
SALE09217,CUST11583,PROD0319,3,3906.84,2023-10-10,Cash,Online,Karen Richardson,
SALE09218,CUST05222,PROD0212,,,,UPI,Online,Chase Powell,Pending
SALE09219,CUST08201,PROD0250,3,3992.52,2024-10-08,Cash,Online,Brandi Collins,Pending
SALE09220,CUST02913,PROD0512,4,10184.48,,Debit Card,,Edward Rosales,Delivered
SALE09221,CUST07808,PROD0367,3,10008.54,2025-02-09,,,Derek Ramirez,Cancelled
SALE09222,CUST05332,PROD0707,,,2024-07-06,Cash,In-Store,Tammy Glover,Delivered
SALE09223,CUST04033,PROD0469,,,,Credit Card,,,Cancelled
SALE09224,CUST03748,PROD0285,,,04-03-2025,Debit Card,In-Store,Whitney Jacobs,
SALE09225,CUST00068,PROD0321,0,,2024-02-10,Debit Card,In-Store,Christina Barnett,
SALE09226,CUST06651,PROD0326,,,,Credit Card,In-Store,Jeanette Ryan,
SALE09227,CUST02929,PROD0543,4,24262.72,,,,Robert Barry,
SALE09228,CUST11444,PROD0760,0,,13-06-2024,UPI,In-Store,Jill Taylor,Pending
SALE09229,CUST04139,PROD0437,0,,,UPI,,Tiffany Foster,
SALE09230,CUST06039,PROD0660,,,,Cash,In-Store,Kristine Miller,
SALE09231,CUST10747,PROD0478,,,,Debit Card,,Matthew Mitchell,
SALE09232,CUST11326,PROD0344,0,,2023-12-24,,,Peter Mccullough,
SALE09233,CUST04718,PROD0074,2,7393.08,22-09-2024,Cash,,Megan White,Cancelled
SALE09234,CUST00379,PROD0630,0,,,,,Laura Ellis,
SALE09235,CUST05220,PROD0410,,,2023-12-16,Credit Card,,Amy Myers,Pending
SALE09236,CUST10048,PROD0536,0,,,,,Stacey Stewart,
SALE09237,CUST00031,PROD0702,,,,Cash,,Pamela Sandoval,Pending
SALE09238,CUST06623,PROD0165,0,,2025-01-15,UPI,,Robert Harrington,Delivered
SALE09239,CUST01754,PROD0160,0,,30-11-2024,Credit Card,Online,Erin Hinton MD,
SALE09240,CUST11457,PROD0713,,,,Debit Card,,Rachael Lopez,
SALE09241,CUST04449,PROD0100,4,39308.76,06-01-2025,Debit Card,Online,Patrick Barry,Pending
SALE09242,CUST00780,PROD0504,,,2024-07-04,UPI,Online,Sergio Yates,
SALE09243,CUST02888,PROD0025,3,9980.04,,Cash,,Erika Huff,Pending
SALE09244,CUST06607,PROD0217,,,24-05-2025,,,Joe Diaz,
SALE09245,CUST08834,PROD0346,,,2025-05-29,,,Jacob Jones,
SALE09246,CUST00812,PROD0777,,,2024-12-27,Debit Card,,Andres Brown,
SALE09247,CUST04154,PROD0543,,,,,Online,Jordan Ray,Delivered
SALE09248,CUST03394,PROD0124,0,,21-03-2024,Cash,In-Store,Michelle Pacheco,
SALE09249,CUST08220,PROD0247,0,,2024-09-17,Cash,In-Store,Paul Buckley,Cancelled
SALE09250,CUST07039,PROD0041,,,,UPI,,Bonnie Peck,
SALE09251,CUST05191,PROD0748,2,5126.66,2024-04-25,Credit Card,,James Benson,
SALE09252,CUST07237,PROD0596,0,,,,Online,Mark Singh,
SALE09253,CUST05406,PROD0449,1,4834.43,,Cash,Online,Ronald Ortiz,
SALE09254,CUST00024,PROD0178,,,2024-09-14,Cash,Online,Laura Douglas,Cancelled
SALE09255,CUST04595,PROD0789,1,9566.74,,Credit Card,,,Cancelled
SALE09256,CUST03401,PROD0234,0,,29-04-2025,,,Dawn Miller,Pending
SALE09257,CUST04139,PROD0587,2,10159.12,2025-03-05,,Online,Michael Keith,Cancelled
SALE09258,CUST08093,PROD0411,0,,,,Online,Mariah Wright,Delivered
SALE09259,CUST03084,PROD0206,,,,,,Tina Trevino,Pending
SALE09260,CUST08546,PROD0212,0,,12-01-2024,Cash,In-Store,Joseph Cline,Delivered
SALE09261,CUST11057,PROD0799,0,,,,,Cassandra Morales,Delivered
SALE09262,CUST02388,PROD0085,,,2024-11-19,Debit Card,Online,Mason Hayes,
SALE09263,CUST07936,PROD0195,1,1269.09,09-09-2024,Credit Card,In-Store,Eugene Lang,
SALE09264,CUST06441,PROD0385,,,2025-03-04,,,Elizabeth Mcdonald,
SALE09265,CUST00961,PROD0785,0,,26-09-2024,,,Dean Guzman,Delivered
SALE09266,CUST00899,PROD0280,0,,27-10-2024,UPI,Online,Michael Wood,
SALE09267,CUST11853,PROD0703,2,9894.66,17-04-2024,,,Dean Barrera,Delivered
SALE09268,CUST04210,PROD0596,1,6581.04,2024-08-18,,In-Store,Randall Knight,
SALE09269,CUST03735,PROD0095,,,2024-10-12,,,Teresa Franklin,Pending
SALE09270,CUST09317,PROD0624,0,,13-04-2025,UPI,Online,Sean Lynch,Pending
SALE09271,CUST11799,PROD0633,,,,,,Denise Velazquez,
SALE09272,CUST03957,PROD0446,0,,,Credit Card,Online,Thomas Ochoa,
SALE09273,CUST03420,PROD0237,0,,,,In-Store,Colleen Thompson,Cancelled
SALE09274,CUST11048,PROD0244,,,2023-08-17,,,Michael Morales,
SALE09275,CUST04913,PROD0799,5,16215.05,2023-11-19,Cash,In-Store,Natalie Gray,Delivered
SALE09276,CUST08253,PROD0187,0,,2024-10-02,Cash,In-Store,Tina Bryan,Delivered
SALE09277,CUST09959,PROD0728,,,2024-04-03,Credit Card,Online,Jeffrey Thomas,Cancelled
SALE09278,CUST05215,PROD0011,,,29-05-2025,,In-Store,Brianna Underwood,Pending
SALE09279,CUST04768,PROD0257,,,,UPI,,,
SALE09280,CUST02299,PROD0063,,,,Credit Card,,Jacob Anderson,Delivered
SALE09281,CUST00860,PROD0075,5,23764.45,28-05-2025,Cash,Online,Stacy Stanton,
SALE09282,CUST07686,PROD0701,3,26480.7,2023-11-15,UPI,Online,Karen Daniels,Delivered
SALE09283,CUST07132,PROD0122,,,,,,Jennifer Gordon,Cancelled
SALE09284,CUST11457,PROD0295,1,6869.69,2024-06-17,,,Donna Cross,
SALE09285,CUST11459,PROD0344,,,31-10-2024,Cash,,Heather Lucas,Delivered
SALE09286,CUST03714,PROD0512,,,2025-06-14,Debit Card,In-Store,Jason Hayes,
SALE09287,CUST08241,PROD0688,0,,,Credit Card,In-Store,Lauren Brown,Delivered
SALE09288,CUST06131,PROD0644,0,,27-04-2024,,In-Store,Brandon Scott,Delivered
SALE09289,CUST06442,PROD0370,,,06-12-2024,UPI,,James Gamble,Pending
SALE09290,CUST03677,PROD0640,,,2025-06-04,Credit Card,In-Store,Anne Morgan,
SALE09291,CUST07033,PROD0660,5,19877.2,05-09-2024,Debit Card,Online,Sarah Marshall,
SALE09292,CUST08244,PROD0332,5,30691.8,25-12-2024,Debit Card,,Alexandra Kim,Cancelled
SALE09293,CUST10709,PROD0375,3,19086.48,,Debit Card,Online,Mr. Anthony Roberts,
SALE09294,CUST09200,PROD0381,,,,UPI,Online,Maureen Lane,
SALE09295,CUST04869,PROD0218,0,,,UPI,In-Store,Albert Watson,Pending
SALE09296,CUST08296,PROD0655,3,22383.66,,Cash,,Cassandra Baker,
SALE09297,CUST07941,PROD0195,3,3807.27,07-10-2023,Credit Card,In-Store,Michael Peterson,Pending
SALE09298,CUST06912,PROD0301,0,,,Cash,Online,Matthew Walsh,
SALE09299,CUST09282,PROD0309,4,12876.76,06-05-2024,,,Brianna Scott,Pending
SALE09300,CUST10980,PROD0026,4,27543.56,,,Online,,Delivered
SALE09301,CUST03480,PROD0001,0,,19-12-2024,,In-Store,Ashley Avery,Delivered
SALE09302,CUST11841,PROD0562,,,05-05-2025,UPI,,Kimberly Kerr,
SALE09303,CUST08965,PROD0306,0,,2025-07-25,Credit Card,,Kimberly King,Cancelled
SALE09304,CUST08132,PROD0364,,,2023-10-25,,In-Store,Michael Jones,Pending
SALE09305,CUST01378,PROD0507,,,,,In-Store,Anne Thompson,Pending
SALE09306,CUST06572,PROD0196,0,,2025-06-30,Credit Card,Online,Mike Murphy,Pending
SALE09307,CUST01223,PROD0434,,,2025-02-26,Cash,,Nicholas Vega,Cancelled
SALE09308,CUST04482,PROD0195,,,08-10-2024,Cash,,Jean Fleming,Cancelled
SALE09309,CUST06770,PROD0188,,,,,Online,Lisa Bowen,
SALE09310,CUST05650,PROD0201,0,,23-10-2023,Credit Card,,Stephen Reynolds,
SALE09311,CUST07263,PROD0291,0,,26-10-2024,,,Meredith Levine,Pending
SALE09312,CUST09112,PROD0644,,,20-02-2025,,In-Store,Miranda White,
SALE09313,CUST06424,PROD0061,,,,,In-Store,Heather Hill,
SALE09314,CUST10761,PROD0273,0,,,Credit Card,,Emily Oliver,Delivered
SALE09315,CUST07343,PROD0672,,,29-01-2024,Debit Card,In-Store,Sara Martin,Pending
SALE09316,CUST05722,PROD0775,,,14-06-2024,,In-Store,Sandra Roman,Cancelled
SALE09317,CUST05707,PROD0135,3,,,Debit Card,,Erica Chavez,Delivered
SALE09318,CUST02908,PROD0411,4,36213.44,18-03-2024,,,Michael Smith,
SALE09319,CUST06504,PROD0172,,,,Debit Card,,Miranda Miller,Pending
SALE09320,CUST09848,PROD0543,0,,2025-04-06,UPI,In-Store,Sherry Fritz,
SALE09321,CUST05853,PROD0337,,,,UPI,,Casey Roberts,Delivered
SALE09322,CUST00428,PROD0777,5,26047.25,2023-11-28,Cash,,Lisa Brown DVM,Delivered
SALE09323,CUST10185,PROD0727,,,,,Online,David Fernandez,
SALE09324,CUST04305,PROD0211,,,,,,Ashley Duran,Pending
SALE09325,CUST09813,PROD0114,0,,,,,Kelli Cain MD,
SALE09326,CUST04441,PROD0339,4,13030.28,07-11-2024,Cash,,,Cancelled
SALE09327,CUST10021,PROD0106,1,3427.6,2023-09-07,Debit Card,In-Store,Catherine Allen,Cancelled
SALE09328,CUST04128,PROD0433,0,,2023-12-29,Credit Card,In-Store,Jessica Hurley,Delivered
SALE09329,CUST04614,PROD0690,,,,Cash,,Lindsey Watkins,Delivered
SALE09330,CUST05664,PROD0250,,,,,,Melissa Church,Delivered
SALE09331,CUST01265,PROD0270,0,,,UPI,In-Store,Crystal George,
SALE09332,CUST03655,PROD0008,0,,05-02-2024,,In-Store,Elizabeth Kelly,
SALE09333,CUST10684,PROD0645,,,,Debit Card,,Christina Vargas,Pending
SALE09334,CUST04984,PROD0009,0,,,,,Christine Haas,Pending
SALE09335,CUST09410,PROD0295,0,,,Debit Card,Online,Brianna Gardner,Cancelled
SALE09336,CUST01799,PROD0752,,,,Credit Card,Online,Katrina Wheeler,Pending
SALE09337,CUST01179,PROD0516,,,,,,Michael Anderson,
SALE09338,CUST00822,PROD0562,1,5940.04,01-12-2024,UPI,,Shannon Cruz,Cancelled
SALE09339,CUST09412,PROD0764,2,16049.46,2023-10-26,Debit Card,,Michelle Anderson,Delivered
SALE09340,CUST05197,PROD0518,,,2024-12-20,Cash,Online,Lisa Dunn,Pending
SALE09341,CUST05444,PROD0631,,,20-10-2024,Debit Card,In-Store,Amy Salazar,
SALE09342,CUST09187,PROD0103,0,,,Cash,Online,Randall Richardson,Pending
SALE09343,CUST02943,PROD0021,2,13684.02,25-09-2023,Debit Card,,Kenneth Glenn,Delivered
SALE09344,CUST10285,PROD0042,,,,Cash,Online,Alexander Ramos,Delivered
SALE09345,CUST08268,PROD0057,5,43740.7,,,,,Cancelled
SALE09346,CUST11857,PROD0371,,,20-06-2024,,Online,Travis Buchanan,
SALE09347,CUST01931,PROD0118,,,2023-12-24,,Online,Jeffery Harper DVM,
SALE09348,CUST07808,PROD0069,5,24480.55,30-11-2023,Cash,,Tara Perkins,
SALE09349,CUST08115,PROD0373,4,12859.92,,,In-Store,Edward Wheeler,Pending
SALE09350,CUST02870,PROD0650,,,,,In-Store,Jessica Richards,
SALE09351,CUST07358,PROD0038,4,18906.16,28-07-2025,Debit Card,In-Store,Justin Gordon,
SALE09352,CUST10577,PROD0323,,,2025-01-26,UPI,In-Store,Hannah Cox,Delivered
SALE09353,CUST01823,PROD0420,1,9375.91,2024-05-09,,,Jamie Hansen,Pending
SALE09354,CUST00860,PROD0217,,,,Credit Card,In-Store,Anthony Escobar,
SALE09355,CUST02619,PROD0567,,,,,In-Store,Jesse Davis,Pending
SALE09356,CUST01187,PROD0205,0,,,,,James Love,Delivered
SALE09357,CUST02496,PROD0701,3,26480.7,15-11-2024,Credit Card,,Crystal Morris,Cancelled
SALE09358,CUST02974,PROD0221,0,,,,In-Store,Charles Patton,Delivered
SALE09359,CUST01008,PROD0466,2,19650.16,2025-05-03,UPI,Online,Katherine Morris,Delivered
SALE09360,CUST01542,PROD0196,0,,04-05-2025,Credit Card,,Brian Davis,Cancelled
SALE09361,CUST00409,PROD0285,,,,Debit Card,,Jessica Mercer,Delivered
SALE09362,CUST00617,PROD0638,0,,2024-06-19,,In-Store,Phillip Morgan,
SALE09363,CUST00501,PROD0206,1,4773.74,26-06-2025,Debit Card,,Laura Dean,
SALE09364,CUST07061,PROD0526,,,2024-02-04,UPI,,Deborah Calhoun,
SALE09365,CUST00058,PROD0373,0,,16-12-2023,Credit Card,Online,Casey Adams,Pending
SALE09366,CUST04050,PROD0656,4,31139.44,2025-04-23,Debit Card,In-Store,Kayla Watts,
SALE09367,CUST06969,PROD0327,,,,Credit Card,In-Store,Michael Burnett,Pending
SALE09368,CUST02545,PROD0057,0,,19-06-2025,Credit Card,In-Store,Timothy Baldwin,
SALE09369,CUST02317,PROD0303,,,08-11-2024,Cash,In-Store,David Clements,Delivered
SALE09370,CUST09142,PROD0030,,,05-05-2025,,Online,Melissa Murphy,Delivered
SALE09371,CUST07422,PROD0062,,,,Cash,,Carla Evans,
SALE09372,CUST00120,PROD0662,0,,,Credit Card,Online,Malik Greene,
SALE09373,CUST01068,PROD0337,,,25-12-2023,UPI,In-Store,Kristin Holt,Delivered
SALE09374,CUST07602,PROD0220,4,25130.04,30-07-2024,Credit Card,In-Store,Richard Curtis,Pending
SALE09375,CUST01345,PROD0405,,,2024-02-27,Credit Card,In-Store,Daniel Pope,
SALE09376,CUST09474,PROD0547,,,,,,Ruth Barker,Cancelled
SALE09377,CUST09194,PROD0352,3,4009.29,,Debit Card,,,
SALE09378,CUST01125,PROD0374,2,5735.78,2025-01-23,Cash,,Kevin Estes,Cancelled
SALE09379,CUST08254,PROD0344,0,,29-08-2024,Debit Card,,Suzanne Huerta,
SALE09380,CUST05666,PROD0671,,,,,Online,Patricia Schroeder,
SALE09381,CUST01505,PROD0600,,,19-11-2023,UPI,,Lisa Nelson,
SALE09382,CUST08945,PROD0515,0,,,UPI,,Michael Davis,
SALE09383,CUST11445,PROD0079,1,3784.69,2024-02-28,Debit Card,In-Store,Elizabeth Pacheco,
SALE09384,CUST03411,PROD0262,2,15541.14,17-08-2023,UPI,,Jessica Ford,
SALE09385,CUST06614,PROD0093,,,09-07-2025,Cash,In-Store,Donald Green,
SALE09386,CUST06769,PROD0446,0,,,Debit Card,Online,,Pending
SALE09387,CUST01009,PROD0288,5,47844.0,,UPI,In-Store,Amanda Petersen,Pending
SALE09388,CUST08918,PROD0333,,,,Cash,,Melanie Williams,
SALE09389,CUST11528,PROD0242,,,2025-04-25,Debit Card,Online,Dave Evans,
SALE09390,CUST07315,PROD0475,0,,,,,Dale Hernandez,Cancelled
SALE09391,CUST00939,PROD0218,,,2024-03-15,Cash,,Jessica Rodriguez MD,Cancelled
SALE09392,CUST04279,PROD0028,0,,2025-01-01,Debit Card,Online,Kristen Klein,Delivered
SALE09393,CUST00037,PROD0264,,,2025-03-19,Credit Card,In-Store,Anne Jones,Cancelled
SALE09394,CUST08916,PROD0696,,,21-01-2025,Credit Card,,Martha Dunn,
SALE09395,CUST07456,PROD0323,3,23273.91,12-06-2024,UPI,,Jimmy Williamson,
SALE09396,CUST06703,PROD0460,,,28-05-2025,UPI,,Kyle Johnson,Cancelled
SALE09397,CUST11225,PROD0524,1,8227.68,,Cash,Online,Jacob Marshall,Delivered
SALE09398,CUST07092,PROD0367,,,2025-01-02,,,Tara Thompson,Delivered
SALE09399,CUST08165,PROD0099,,,2024-02-01,UPI,In-Store,Jennifer Washington,Pending
SALE09400,CUST08724,PROD0419,0,,,,,Stephanie Gonzales,Cancelled
SALE09401,CUST03858,PROD0579,,,22-05-2024,UPI,Online,Jason Ellis,Pending
SALE09402,CUST02914,PROD0206,,,2024-05-30,Credit Card,Online,Mark Johnson,Delivered
SALE09403,CUST04906,PROD0623,0,,16-05-2024,Debit Card,,,Pending
SALE09404,CUST02831,PROD0531,,,,Credit Card,Online,Corey Roberts,
SALE09405,CUST02531,PROD0665,0,,,Debit Card,,Erika Hull,
SALE09406,CUST02303,PROD0690,0,,,,Online,,
SALE09407,CUST10679,PROD0391,0,,09-05-2024,Debit Card,,Jennifer Wilkinson,Pending
SALE09408,CUST03251,PROD0596,,,06-07-2024,Credit Card,,Daniel Moore,Cancelled
SALE09409,CUST06135,PROD0088,4,36821.64,,,Online,Patricia King,Pending
SALE09410,CUST00865,PROD0023,0,,2024-05-21,Credit Card,,Jessica Smith,Delivered
SALE09411,CUST05842,PROD0546,0,,27-06-2024,Debit Card,Online,Melinda Clark,
SALE09412,CUST02723,PROD0422,,,07-11-2023,,,Mr. Ryan Ross,Delivered
SALE09413,CUST11303,PROD0006,,,19-11-2023,,Online,Stacey Arroyo,Delivered
SALE09414,CUST08301,PROD0381,,,11-02-2024,UPI,In-Store,Samantha Gross,Cancelled
SALE09415,CUST04651,PROD0655,,,,Cash,,Megan Stone,Pending
SALE09416,CUST11110,PROD0614,0,,,Debit Card,In-Store,William Richardson,Pending
SALE09417,CUST05138,PROD0707,,,,,Online,Lauren Werner,Pending
SALE09418,CUST04085,PROD0220,0,,11-11-2023,Debit Card,Online,Ana Green,
SALE09419,CUST09272,PROD0690,0,,2025-07-07,,,Grace Wilson,
SALE09420,CUST07574,PROD0276,,,06-01-2024,Debit Card,,Kimberly Porter,Cancelled
SALE09421,CUST04131,PROD0522,,,06-01-2025,,,Dylan Lopez,
SALE09422,CUST01615,PROD0549,,,18-12-2024,Cash,,Scott Taylor,
SALE09423,CUST05054,PROD0097,,,2024-10-17,Credit Card,Online,Shane Arias,
SALE09424,CUST04596,PROD0314,5,26566.5,2024-06-05,,,Colleen Dorsey,Cancelled
SALE09425,CUST02076,PROD0628,,,,Cash,,Michelle Hale,
SALE09426,CUST05742,PROD0534,,,,UPI,,Charles Woods,Cancelled
SALE09427,CUST02401,PROD0372,,,2025-07-06,,,Erica Warren,
SALE09428,CUST01672,PROD0362,0,,03-12-2024,Debit Card,Online,Willie Morales,
SALE09429,CUST11983,PROD0334,2,7358.06,,Credit Card,Online,Christopher Anderson,Delivered
SALE09430,CUST07166,PROD0641,1,7437.79,,,In-Store,Brandon Duarte,
SALE09431,CUST09942,PROD0696,0,,11-06-2024,,,Nathan Riley,Cancelled
SALE09432,CUST06606,PROD0326,,,2024-03-28,Credit Card,In-Store,Garrett Allen,Cancelled
SALE09433,CUST08031,PROD0290,,,2023-09-04,,Online,Nicholas King,Delivered
SALE09434,CUST03160,PROD0725,0,,2024-01-27,,,Emily Weaver,Pending
SALE09435,CUST09804,PROD0199,0,,,UPI,In-Store,Ryan Cabrera,
SALE09436,CUST04138,PROD0551,,,2024-01-14,,Online,Maurice Figueroa,Pending
SALE09437,CUST02341,PROD0691,,,31-08-2023,,Online,Nancy Turner,Pending
SALE09438,CUST09454,PROD0767,4,12868.12,29-04-2024,,,Thomas Howard,
SALE09439,CUST09367,PROD0333,,,,,Online,Eric Keith DVM,
SALE09440,CUST10786,PROD0549,4,32443.96,2025-06-25,Cash,,Dawn Olson,
SALE09441,CUST02593,PROD0421,,,2025-02-26,UPI,Online,Shirley Gonzalez,
SALE09442,CUST11665,PROD0125,1,6088.38,,Debit Card,,Seth Liu,
SALE09443,CUST08840,PROD0036,,,2023-09-13,Cash,,,Pending
SALE09444,CUST08276,PROD0403,4,20391.68,,,Online,James Lawrence,Delivered
SALE09445,CUST02556,PROD0496,0,,2024-04-12,Debit Card,,,
SALE09446,CUST03745,PROD0434,2,18579.52,19-05-2025,Cash,,Regina Clark,Delivered
SALE09447,CUST11648,PROD0231,0,,,,In-Store,Alexandra Ayers,Delivered
SALE09448,CUST01280,PROD0100,,,2024-06-08,UPI,Online,Alejandro Ball,
SALE09449,CUST01468,PROD0025,,,2025-07-07,,,Wanda Flowers,Cancelled
SALE09450,CUST06800,PROD0275,2,9456.7,08-09-2023,Debit Card,,Donna Murphy,
SALE09451,CUST05296,PROD0524,4,32910.72,2023-12-04,Debit Card,,Kimberly Roberts,Cancelled
SALE09452,CUST10024,PROD0190,0,,2025-07-20,,In-Store,Jacqueline David,Cancelled
SALE09453,CUST05928,PROD0066,,,2023-09-08,UPI,Online,Teresa Jimenez,Cancelled
SALE09454,CUST00217,PROD0474,,,2024-03-30,UPI,Online,Carrie Frost,
SALE09455,CUST01662,PROD0024,1,7462.19,09-10-2024,,,Kimberly Guerrero,
SALE09456,CUST07039,PROD0320,,,15-08-2023,Debit Card,Online,Lisa Pace,Pending
SALE09457,CUST05836,PROD0210,5,24253.35,2025-03-16,Credit Card,,Steven Franklin,
SALE09458,CUST05034,PROD0387,,,31-12-2023,,In-Store,Oscar Fox,Cancelled
SALE09459,CUST08132,PROD0066,,,29-09-2023,Debit Card,,Maria Johnson,Delivered
SALE09460,CUST08806,PROD0619,,,2024-05-04,UPI,,Christopher Sloan,Pending
SALE09461,CUST03033,PROD0417,4,31181.16,2025-02-14,Credit Card,,Thomas Huerta,
SALE09462,CUST10318,PROD0153,2,17610.58,07-05-2024,UPI,,Raymond Sims,Delivered
SALE09463,CUST11675,PROD0484,5,,2023-09-16,UPI,Online,Angela Brady,
SALE09464,CUST02781,PROD0275,,,2024-08-30,Cash,,Tyler Perry,
SALE09465,CUST05080,PROD0270,0,,,Cash,,Kathleen Kelly,Delivered
SALE09466,CUST02477,PROD0266,5,30046.9,,UPI,,Ann Simmons,Delivered
SALE09467,CUST11100,PROD0323,,,02-04-2025,Cash,Online,Melissa Sanchez,Pending
SALE09468,CUST03595,PROD0430,,,,,In-Store,Eric Richards,Pending
SALE09469,CUST11107,PROD0438,0,,,UPI,,Victoria Townsend,
SALE09470,CUST11423,PROD0574,4,33509.44,,UPI,,Elizabeth Nash,Cancelled
SALE09471,CUST08220,PROD0064,,,,Credit Card,,Melissa Erickson,
SALE09472,CUST01434,PROD0420,0,,,Cash,,Tiffany Lee,
SALE09473,CUST06815,PROD0374,,,,Cash,Online,James Arnold,Cancelled
SALE09474,CUST10499,PROD0720,,,,Credit Card,Online,Melissa Smith,Pending
SALE09475,CUST05661,PROD0341,3,8855.91,2024-09-30,Debit Card,,Oscar Baker,Delivered
SALE09476,CUST08971,PROD0580,,,,,,Denise Fox,Delivered
SALE09477,CUST06684,PROD0300,0,,2024-01-24,UPI,,Jessica Smith,Delivered
SALE09478,CUST05826,PROD0699,,,,Cash,,John Lee,Pending
SALE09479,CUST09386,PROD0793,,,,Credit Card,,Kyle Smith,
SALE09480,CUST06855,PROD0674,,,,Debit Card,,Courtney Guzman,
SALE09481,CUST03115,PROD0599,,,,Cash,,Lauren Hansen,
SALE09482,CUST09481,PROD0227,,,2024-08-03,Cash,,Rose Mullen,
SALE09483,CUST11784,PROD0567,0,,29-08-2023,Cash,,Samantha Long,
SALE09484,CUST04056,PROD0455,1,6212.85,2025-03-12,Cash,Online,Herbert Cannon,
SALE09485,CUST03989,PROD0495,,,,,,,Cancelled
SALE09486,CUST04079,PROD0429,3,29377.62,2024-10-23,Cash,In-Store,Cathy Jenkins,Delivered
SALE09487,CUST06335,PROD0051,1,6750.77,03-05-2025,Cash,,Cheryl Smith,Pending
SALE09488,CUST10535,PROD0522,,,,,Online,Tammy Johnson,Pending
SALE09489,CUST11207,PROD0441,,,14-07-2024,UPI,,Brian Hall,Pending
SALE09490,CUST09838,PROD0563,,,12-07-2024,Debit Card,,Peggy Osborne,
SALE09491,CUST10583,PROD0723,,,2025-06-12,,,Holly Johnson,Pending
SALE09492,CUST06380,PROD0463,,,,Cash,In-Store,Patrick Alvarado,
SALE09493,CUST05530,PROD0121,0,,31-07-2025,,Online,Ana Owens,Pending
SALE09494,CUST01600,PROD0116,,,15-01-2024,UPI,,Ian Benson,
SALE09495,CUST04068,PROD0334,,,14-03-2024,,Online,Timothy Williamson,Cancelled
SALE09496,CUST04322,PROD0762,,,,,In-Store,Laura Gomez,Cancelled
SALE09497,CUST04679,PROD0579,,,2023-12-02,,,Bianca Ellis,
SALE09498,CUST00194,PROD0621,,,2025-02-16,Cash,,Benjamin Poole,Cancelled
SALE09499,CUST02481,PROD0050,,,17-09-2024,Debit Card,Online,Ian Miller,Pending
SALE09500,CUST05993,PROD0314,1,5313.3,2024-10-16,Credit Card,,Anna Jones DDS,Delivered
SALE09501,CUST06434,PROD0073,0,,08-11-2023,UPI,,Debra Rivera,Cancelled
SALE09502,CUST03493,PROD0254,0,,2025-04-04,,Online,Sarah Palmer,
SALE09503,CUST04412,PROD0592,0,,,,,,Pending
SALE09504,CUST00604,PROD0723,,,13-01-2024,Debit Card,Online,Jeffrey Roberts,Delivered
